1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,17,18,,,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55.0,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
Nason Creek Lower 10,Wenatchee,Lower Nason Creek,yes,yes,yes,,yes,no,2009,8/2/1996,no,0.840954299,1353.387463,,,2012.165664,Nason Creek Lower 10,,,Lower White Pine Reach Assessment,Reach 1,Nason Creek,Nason Creek Lower 10,multiple,9.45,11.55,85,NA,Adequate,NA,"There are no manmade barriers on Nason Creek between RM 0 and RM 16.8. At RM 16.8 there is a falls that is a natural barrier. On the mainstem Wenatchee River, Dryden Dam is a non-channel spanning structure and does not present passage issues. However, Tumwater Dam has fish passage capability (LFA), but could be a partial barrier. Physical barriers at both 5th and 6th HUC scales are interpreted to be functioning at an ‚ÄòAdequate Condition‚Äô (Thomas 2007).",Adequate,NA,10,57,30,3,0,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,3.0,87.0,"Pebble counts and ocular estimations conducted during the habitat assessment indicated that the dominant substrate is gravel from RM 9.42-13.37 and cobble from RM 13.37 to 14.3. Each channel segment also had an ocular estimation recorded for sand, gravel, cobble and boulder percentages. The data does not account for natural variability and the sample sites may not be representative of the entire reach. Time series McNeil core sample data taken at pool tail-out sites within lower Nason Creek also show a wide range of percent fines (<1mm). It is unknown how this data related to sediment sources such as landslides and debris flows, and especially those that are fire related. Based on the available data, Lower Nason Creek is functioning at an ‚ At Risk Condition‚ for embeddedness. Overall, substrate embeddedness for Nason Creek at the 5th HUC scale is noted to be functioning at an ‚ At Risk Condition‚ for juvenile rearing habitat due to the volatility of the system. However, embeddedness was noted not to be a problem based on visual observations during the habitat assessment at the 6th HUC scale. The interpretation for the indicator of dominant substrate and fine sediment is functioning at an ‚ Adequate Condition (Thomas, 2007).",Unacceptable,NA,15.7,21.9,10.3,5.4,NA,"At the 5th HUC scale, LWD is noted to be functioning at an ‚ÄòAt Risk Condition‚Äô (Thomas, 2007). At the 6th HUC scale, Nason Creek is interpreted to be functioning at an ‚ÄòAt Risk Condition‚Äô due to current levels of medium and large wood being below ‚ÄòAdequate Condition‚Äô (Thomas, 2007), but recruitment potential is at reasonable levels (above 50%). The Lower White Pine reach (RM 9.42 to 11.6) is functioning at ‚ÄòUnacceptable Risk Condition‚Äô due to current levels of medium and large wood pieces being below the levels identified for an ‚ÄòAdequate Condition‚Äô coupled with limited recruitment potential due to large sections of constrained channel lined with riprap or meandering sections migrating into surfaces that have been cleared of riparian vegetation.",At Risk,NA,NA,15.14,NA,NA,4.96,3.04,"On Nason Creek, pool frequency and pool quality at the 5th HUC scale are noted to be functioning at an ‚ÄòAt Risk Condition‚Äô (Thomas, 2007). At the 6th HUC scale, Nason Creek is functioning at an ‚ÄòAdequate Condition‚Äô in terms of pool frequency based on the number of pools noted in the habitat survey (Appendix C), thalweg profile (Reclamation, 2008) and comparison to reference reaches on similar stream types (Woodsmith and Bookter, 2008). Complex pools formed by LWD or bedrock, typically deeper than 5 feet, have biological significance on Nason Creek. The number of 5 feet deep (or greater) pools was observed to be fewer than natural, and many of the pools were scour pools formed in artificially constrained channel sections and not at meander bends. The quality of the pools at the 6th HUC scale is noted to be functioning either at an ‚ÄòUnacceptable Risk Condition‚Äô or ‚ÄòAt Risk Condition‚Äô due to lack of large wood associated with the pools. Two channel sections had pool quality that is functioning at an ‚ÄòAdequate Condition‚Äô (RM 10.2-10.6 and RM 11.0-11.35), but overall Lower Nason Creek is functioning at an ‚ÄòAt Risk Condition‚Äô.",Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,4.6,NA,"Culverts were observed in both the railroad grade and the highway. However, fish passage through culverts has not been evaluated and many culverts appear to be undersized and elevated above the main channel. At the 5th HUC scale off-channel habitat in the Lower Nason is noted to be functioning at an ‚ÄòUnacceptable Risk Condition‚Äô due to the impact of the railroad and highway (Thomas, 2007). At the 6th HUC scale connectivity with the main channel is functioning at an ‚ÄòUnacceptable Risk Condition‚Äô, with the exception being between RM 5.2 and 6.6 which is functioning at an ‚ÄòAt Risk Condition‚Äô (Thomas, 2007).",Unacceptable,NA,NA,2,39,NA,NA,40,NA,5,NA,1,"Riparian vegetation structure is interpreted to be in an ‚ÄòUnacceptable Risk Condition‚Äô. Although the vegetation is interpreted to recovering back to the historic conditions, localized areas of the floodplain vegetation have been completely cleared due to construction of the highway railroad, power lines, and development. The result is a younger seral stage of the vegetation community that lacks the large and small coniferous and deciduous species.",At Risk,NA,21,5,"At the 6th HUC scale, riparian disturbance is interpreted to functioning at an ‚ÄòAt Risk Condition‚Äô. Anthropogenic impacts in the riparian area include: construction and maintenance for U.S. Highway 2, primitive or access roads, private homes, campgrounds, powerline construction and railroad activities. All of these factors as described in the Nason Creek Watershed Analysis (USFS, 1996) have changed the character of the riparian corridor and severely limited the lands ability to produce riparian tree vegetation (WDOE, 2003). The effects of the disturbances are wide ranging and can affect multiple ecosystem indicators. For example, oxbows and wetlands have been disconnected from the main channel of Nason Creek. The results include the loss of natural sources of large woody debris (LWD) (USFS, 1996 in WDOE, 2003) and an increase in the overall size of wetlands. The vegetation in the wetland areas are considered natural for the current condition (inundated); however, it is believed that prior to the railroad and highway embankments impounding the wetlands the vegetation would have been mixed riparian and upland vegetation.",Unacceptable,NA,NA,NA,NA,NA,NA,"Canopy cover is interpreted to be at an ‚ÄúUnacceptable Risk Condition‚Äù. Canopy cover provides shading to the stream and is a factor for LWD recruitment potential. In the lower White Pine reach, anthropogenic impacts in the form of the railroad and highway have replaced the natural vegetation in the 10 meter buffer zone and create artificially confined sections of channel. These confined section show limited bar development or floodplain surfaces for vegetation to establish. The removal of the vegetation and placement of riprap reduces bank shade potential (Thomas, 2007).",Unacceptable,NA,"The valley segment encompasses the section of Lower Nason Creek at the 6th HUC scale where the floodplain is naturally very wide, and the numerous abandoned channels that are interpreted from the LiDAR hillshade and aerial photographs indicate that the historic channel migration zone was once a very dynamic, interconnected system. The floodplain connectivity is considered to be at an ‚ÄòUnacceptable Risk Condition‚Äô because the river‚Äôs connectivity with the floodplain has been decreased due to anthropogenic impacts that have disconnected about half of the floodplain. Additionally, in two areas the historical main channel has been replaced by a straightened, confined channel. In these areas the river is predominantly transport. Historic channels (interpreted from aerial photographs and LiDAR hillshade) in the disconnected historic channel migration zone now pond water from tributaries and snowmelt that are partially connected to the main channel with culverts.",Unacceptable,NA,"Channel migration in this reach is considered to at an ‚ÄòUnacceptable Risk Condition‚Äô due to marked decreases in the historic channel migration zone and channel length. Nearly 62 percent of the banks are bordered with anthropogenic features that do not allow lateral channel migration. As a result the channel has incised slightly and is now predominantly a transport reach, further hindering natural channel migration processes. In areas where bank hardening is not present, but the riparian vegetation has been altered channel migration occurs at an un-natural accelerated rate.",At Risk,NA,"Vertical stability is interpreted to be in an â€˜At Risk Conditionâ€™. A sediment budget or numerical modeling to look at historical and potential future channel bed incision or aggradation was not done for this effort. There has been no large-scale change to the balance between incoming water and sediment loads (at the upstream end at RM 14.3) that would indicate a potential for incision or aggradation. However, several sections of the lower 14 miles of river have been artificially straightened and confined (reduced floodplain access) indicating there is a potential for increased sediment transport capacity and reduced sediment recruitment from bank erosion in meandering channel sections. The most extensive impact has been that two meandering sections have been disconnected and/or straightened by anthropogenic features. Channel bed elevation analyses from a 1980s FEMA analysis and 2006 LiDAR and 2007 thalweg profile show that in confined channel segments the present channel bed is 1 to 5 feet lower than the historic main channel. The channel was observed to be slightly incised with bank heights ranging from 1 to 3 meters. Riffles and runs were noted to be the dominant channel unit, with gravel being the dominant substrate. This observation indicates that the dominant process is transport, which lends itself to decreased vertical stability.",NA,At Risk,4,14,NA,41,1.57,0,27.2463,65.6872,9.4142,79.5166,72.7537,26.5625,4A,Unacceptable,
Methow River Thompson 01,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,1.954748223,3145.868616,,,4737.189624,Methow River Thompson 01,,,Middle Methow Reach Assessment,Reach 2,Methow River,Methow River Thompson 01,multiple,41.2,47,107,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,At Risk,NA,46,30,12.7,3.3,NA,NA,At Risk,NA,19,3.3,NA,NA,1.7,NA,NA,At Risk,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5,68,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,At Risk,1,15,NA,2,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,5,At Risk,
Methow River Thompson 02,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,1.977026455,3181.722027,,,4792.768485,Methow River Thompson 02,,,Middle Methow Reach Assessment,Reach 2,Methow River,Methow River Thompson 02,multiple,41.2,47,107,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,At Risk,NA,46,30,12.7,3.3,NA,NA,At Risk,NA,19,3.3,NA,NA,1.7,NA,NA,At Risk,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5,68,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,At Risk,4,15,NA,2,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,At Risk,
Methow River Thompson 03,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,0.957481932,1540.920885,,,2320.124636,Methow River Thompson 03,,,Middle Methow Reach Assessment,Reach 2,Methow River,Methow River Thompson 03,multiple,41.2,47,107,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,At Risk,NA,46,30,12.7,3.3,NA,NA,At Risk,NA,19,3.3,NA,NA,1.7,NA,NA,At Risk,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5,68,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,At Risk,4,15,"2,3,7,8-TCDD (Dioxin)",1,13.185,12.31587,13.17017,65.87637,5.552067,91.72417,74.51393,9.454599,NA,At Risk,
Methow River Thompson 04,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,1.006677201,1620.093154,,,2439.181669,Methow River Thompson 04,,,Middle Methow Reach Assessment,Reach 2,Methow River,Methow River Thompson 04,multiple,41.2,47,107,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,At Risk,NA,46,30,12.7,3.3,NA,NA,At Risk,NA,19,3.3,NA,NA,1.7,NA,NA,At Risk,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5,68,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,At Risk,3,15,"2,3,7,8-TCDD (Dioxin)",0,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,At Risk,
Methow River Thompson 05,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,2.102504184,3383.65926,,,5100.141992,Methow River Thompson 05,,,Middle Methow Reach Assessment,Reach 3,Methow River,Methow River Thompson 05,multiple,47,50,108,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,12.0,0,NA,12.0,NA,NA,At Risk,NA,25.5,15.6,7.8,2.1,NA,NA,At Risk,NA,12,4.3,NA,NA,3.6,NA,NA,At Risk,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,2.1,72.2,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,At Risk,5,15,"2,3,7,8-TCDD (Dioxin)",5,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,At Risk,
Methow River Thompson 06,Methow,Methow River-Thompson Creek,yes,yes,yes,,yes,no,2010,,no,0.90232778,1452.158703,,,2189.771731,Methow River Thompson 06,,,Middle Methow Reach Assessment,Reach 3,Methow River,Methow River Thompson 06,multiple,47,50,108,NA,At Risk,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,12.0,0,NA,12.0,NA,NA,At Risk,NA,25.5,15.6,7.8,2.1,NA,NA,At Risk,NA,12,4.3,NA,NA,3.6,NA,NA,At Risk,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,2.1,72.2,NA,At Risk,NA,NA,27,22,NA,2,1,46,NA,NA,2,NA,Unacceptable,NA,NA,2.34,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,4C,At Risk,4,15,"2,3,7,8-TCDD (Dioxin)",5,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,At Risk,
Twisp River Lower 08,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2015,7/16/2001,no,1.324972561,2132.340905,,,3207.688534,Twisp River Lower 08,,,Middle Twisp Reach Assessment,Reach 1,Twisp River,Twisp River Lower 08,single,7.8,9.14,98,NA,Adequate,NA,NA,Adequate,NA,5,15,61,19,0,76,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,19.0,76.0,NA,Unacceptable,NA,41,29.1,9,3,NA,NA,At Risk,NA,5,3.7,60,2.2,0,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,19.2,"2% side-channel habitat. The only side channel observed in this reach is a fast moving 348‚Äô channel located at the beginning of the reach with little cover offered. The natural extent of potential off-channel habitat is constrained by the effects of the roadway and residential development on lateral channel migration and floodplain connectivity, which are necessary for long-term creation and maintenance of adequate off-channel habitat. A lack of logjams also limits off-channel development.",Unacceptable,NA,0,0,25,NA,0,0,75,0,NA,0,NA,Unacceptable,NA,70,3.45,"Human disturbance is located within approximately 70% of the riparian zone. 43.1% of the 100 ft riparian buffer has been cleared. Disturbance includes a road and associated riprap at RM 8.1, clearing and grading on both sides of the channel for houses and lawns, and a push-up levee along riverright at the down streamportion of the reach.",Unacceptable,NA,30,NA,NA,NA,NA,NA,At Risk,NA,"Reach is naturally confined throughout most of its length. Where floodplains exist, there is reduced connectivity of the floodplain to the main channel. Roadways and pushup levees have a moderate impact on floodplain inundation rates in a few locations.",At Risk,NA,"Many of the streambanks in the reach are affected by bank armoring, mostly riprap along the road embankment or used to protect residential property. However, the reach is naturally laterally constricted by terraces and hillslopes on both sides of the channel throughout much of the reach.",At Risk,NA,"Floodplain alterations and channelization have likely resulted in some degree of vertical incision. Incision is likely limited by coarse substrate, including lag from glacial and tributary fan sources.",NA,Adequate,4,14,NA,28,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Lower 09,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2015,7/16/2001,no,0.588996163,947.8993372,,,1425.445433,Twisp River Lower 09,,,Middle Twisp Reach Assessment,Reach 2,Twisp River,Twisp River Lower 09,single,9.14,9.79,99,NA,Adequate,NA,NA,At Risk,NA,8,28,45,20,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,73.0,NA,Unacceptable,NA,27.7,16.9,4.6,6.2,NA,NA,Unacceptable,NA,1,1.5,100,1.5,0,NA,Pools have inadequate cover and there are few large pools (> 3 ft deep) in the reach.,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,18.2,0% side-channel habitat. The naturally confined valley morphology limits the formation of side channels and other offchannel habitat. Much of the habitat complexity in this reach is created by large boulders and cobbles.,Unacceptable,NA,0,0,100,NA,0,0,0,NA,NA,0,NA,Unacceptable,NA,60,0,"Human disturbance is located within approximately 60% of the riparian zone. 11.6% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",Unacceptable,NA,40,NA,NA,NA,NA,NA,Adequate,NA,"The channel is naturally confined by glacial terraces and alluvial fan deposits. The modeled flows (2-100 year event) were confined to the main channel and no floodplain or side channels were observed in this reach, which is additionally constrained by the road and residential alterations.",At Risk,NA,Much of the river-left channel margin is affected by road embankments comprised of fill and riprap. There are also houses with access roads along the river and vegetation impacts up to the top of bank.,Adequate,NA,Channel substrate is primarily cobble/gravel/boulder. There is no clear evidence of channel incision. The large material may be helping to limit channel incision. Natural confinement limits the impacts of bank armoring on vertical stability.,NA,Adequate,4,13,NA,19,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Lower 10,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2015,"7/16/2001, 8/16/2013",no,2.310627673,3718.602219,,,5594.272669,Twisp River Lower 10,,,Middle Twisp Reach Assessment,Reach 3,Twisp River,Twisp River Lower 10,single,9.79,12.22,100,NA,Adequate,NA,NA,Adequate,NA,6,17,69,6,1,86,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,6.0,86.0,NA,Unacceptable,NA,53.9,35.8,11.1,7,NA,NA,At Risk,NA,11,4.5,82,3.7,0.4,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,27.4,2% side-channel habitat. Three side channels with minimal amounts of woody debris. There is extensive offchannel wetland habitat in the Horseshoe Side-Channel Project area but most of it is not connected to the mainstem except at very high flows.,At Risk,NA,0,14,29,NA,14,14,29,NA,NA,0,NA,At Risk,NA,50,1.8,"Human disturbance is located within approximately 50% of the riparian zone. 12.9% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",Unacceptable,NA,50,NA,NA,NA,NA,NA,At Risk,NA,"Reduced floodplain connectivity due to roads, bank armoring, and push-up levees. There has also been fill and grading in the floodplain, particularly in the upstream portion of the reach.",At Risk,NA,"Portions of the reach are affected by bank armoring, which impairs streambank complexity and reduces natural rates of channel migration. Push-up levees and riprap are present intermittently along river-left. Clearing and grading for residential and recreational uses has taken place in the active floodplain.",At Risk,NA,"There are signs of vertical instability based on abandoned floodplain surfaces. Channelization and floodplain filling and grading appear to have caused incision in several locations, especially in the Horseshoe Side-Channel project area. Limited presence of gravel bars, even in very unconfined portions of the channel, suggest a general trend of incision.",NA,Adequate,5,13,NA,41,6.45,6.00805,11.7535,13.6788,11.15775,91.7086,81.5746,3.9386,NA,Unacceptable,
Twisp River Lower 11,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2015,"7/16/2001, 8/16/2013",no,1.333603998,2146.231886,,,3229.285434,Twisp River Lower 11,,,Middle Twisp Reach Assessment,Reach 4,Twisp River,Twisp River Lower 11,single,12.22,13.6,101,NA,Adequate,NA,NA,At Risk,NA,5,31,56,8,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,87.0,NA,Unacceptable,NA,58.7,49.3,8.7,0.7,NA,NA,At Risk,NA,6,4.3,34,1.5,0.7,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,20.1,2% side-channel habitat. Four side channels with little woody debris were identified. Log jams within two of the side channels and one small off-channel wetland also contribute to off-channel habitat complexity.,Unacceptable,NA,0,0,60,NA,0,0,20,NA,NA,20,NA,Unacceptable,NA,80,2.88,"Human disturbance is located within approximately 80% of the riparian zone. 54.1% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",Unacceptable,NA,20,NA,NA,NA,NA,NA,At Risk,NA,Floodplain connectivity is reduced by the two bridge crossings and associated fill on the approaches. There are also intermittent push-up levees and moderate amounts of past floodplain filling and grading.,At Risk,NA,"There is bank armoring associated with the two bridges but otherwise not extensive armoring. Floodplain grading and pushup levees have some impact on channel migration, as does the approach road fills at the two bridge crossings.",At Risk,NA,The two bridge crossings create constrictions that have likely resulted in channel incision. Push-up levees and floodplain fill and grading have likely contributed to downcutting. Flood scars on the now-abandoned surface on river-left (mid-reach) suggests channel incision.,NA,Adequate,5,13,NA,29,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Middle 01,Methow,Middle Twisp River,yes,yes,yes,,yes,yes,2015,7/16/2001,no,1.02996504,1657.571372,,,2493.459316,Twisp River Middle 01,,,Middle Twisp Reach Assessment,Reach 5,Twisp River,Twisp River Middle 01,multiple,13.6,16.19,102,NA,Adequate,NA,NA,Adequate,NA,6,47,47,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,94.0,NA,Adequate,NA,207.3,152.9,36.3,18.1,NA,NA,Adequate,NA,34,13.1,74,9.7,0.4,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,39.7,"18% side-channel habitat. Nineteen side channels were identified, one almost a mile long and with moderate amounts of LWM that met the standards. Four offchannel wetlands were also identified, comprising roughly 12,000 square feet and including numerous beaver dams and log jams.",At Risk,NA,0,0,21,NA,29,43,0,NA,NA,7,NA,At Risk,NA,30,1.33,"Human disturbance is located within approximately 30% of the riparian zone. 6.4% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",At Risk,NA,70,NA,NA,NA,NA,NA,At Risk,NA,"Floodplain connectivity is high in the downstream half of the reach but is affected by levees, fill, and excavated ponds on river-left in the upstream half. These features reduce the extent, frequency, and patterns of floodplain inundation.",At Risk,NA,There are a few areas of riprap protecting houses and private property. These occur at the upstream end on riverleft and at the downstream end on river-right. Bank migration is impaired at these locations. Much of the remainder of the reach is migrating near (or slightly above) natural rates.,At Risk,NA,"Due to its low gradient and wide floodprone width, this reach provides relatively high sediment storage capacity. It is highly dynamic, likely more than historical conditions due to loss of large trees in riparian areas and in log jams.",NA,Adequate,3,13,NA,38,9.6,4.9727,21.1297,50.5866,0,86.8335,73.8975,1.6595,NA,Unacceptable,
Twisp River Middle 02,Methow,Middle Twisp River,yes,yes,yes,,yes,yes,2015,7/16/2001,no,1.556708049,2505.283769,,,3767.205485,Twisp River Middle 02,,,Middle Twisp Reach Assessment,Reach 5,Twisp River,Twisp River Middle 02,multiple,13.6,16.19,102,NA,Adequate,NA,NA,Adequate,NA,6,47,47,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,94.0,NA,Adequate,NA,207.3,152.9,36.3,18.1,NA,NA,Adequate,NA,34,13.1,74,9.7,0.4,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,39.7,"18% side-channel habitat. Nineteen side channels were identified, one almost a mile long and with moderate amounts of LWM that met the standards. Four offchannel wetlands were also identified, comprising roughly 12,000 square feet and including numerous beaver dams and log jams.",At Risk,NA,0,0,21,NA,29,43,0,NA,NA,7,NA,At Risk,NA,30,1.33,"Human disturbance is located within approximately 30% of the riparian zone. 6.4% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",At Risk,NA,70,NA,NA,NA,NA,NA,At Risk,NA,"Floodplain connectivity is high in the downstream half of the reach but is affected by levees, fill, and excavated ponds on river-left in the upstream half. These features reduce the extent, frequency, and patterns of floodplain inundation.",At Risk,NA,There are a few areas of riprap protecting houses and private property. These occur at the upstream end on riverleft and at the downstream end on river-right. Bank migration is impaired at these locations. Much of the remainder of the reach is migrating near (or slightly above) natural rates.,At Risk,NA,"Due to its low gradient and wide floodprone width, this reach provides relatively high sediment storage capacity. It is highly dynamic, likely more than historical conditions due to loss of large trees in riparian areas and in log jams.",NA,Adequate,5,12,NA,23,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Middle 03,Methow,Middle Twisp River,yes,yes,yes,,yes,yes,2015,"7/16/2001, 8/16/2013",no,0.899485182,1447.583976,,,2177.027595,Twisp River Middle 03,,,Middle Twisp Reach Assessment,Reach 6,Twisp River,Twisp River Middle 03,multiple,16.19,18.12,103,NA,Adequate,NA,NA,At Risk,NA,4,38,55,3,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,93.0,NA,Unacceptable,NA,87.6,51.8,17.6,18.1,NA,NA,At Risk,NA,15,7.8,47,3.7,0,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,35.3,1% side-channel habitat. Two slow-moving side- channels with minimal LWM were identified in this reach.,At Risk,NA,0,0,63,NA,0,25,0,NA,NA,12,NA,At Risk,NA,40,0.62,"Human disturbance is located within approximately 40% of the riparian zone. 4.2% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",At Risk,NA,50,NA,NA,NA,NA,NA,Adequate,NA,"The bridge and approach fills at the upstream end impair floodplain inundation rates and patterns. On river-right at the downstream end, floodplain grading has impaired floodplain inundation patterns. Floodplains are relatively well-connected throughout the remainder of the reach.",Adequate,NA,"The bridge at the upstream end of the reach has some impact on bank migration, but overall, there are minimal impacts on bank stability and channel migration processes.",At Risk,NA,"There is vertical instability at the upstream bridge crossing, which creates a constriction that has resulted in channel incision. The remainder of the reach is near the natural range of vertical stability.",NA,Adequate,4,12,NA,45,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
